record.timestamp[s],record.distance[m],record.accumulated_power[watts],record.speed[m/s],record.power[watts],record.heart_rate[bpm],record.cadence[rpm],record.resistance,record.temperature[C],record.left_right_balance,record.left_torque_effectiveness[percent],record.right_torque_effectiveness[percent],record.left_pedal_smoothness[percent],record.right_pedal_smoothness[percent],record.fractional_cadence[rpm],record.left_pco[mm],record.right_pco[mm],record.left_power_phase[degrees],record.left_power_phase_peak[degrees],record.right_power_phase[degrees],record.right_power_phase_peak[degrees],record.enhanced_speed[m/s],record.enhanced_respiration_rate[Breaths/min],
"1070727602","830.03","14929","8.155","147","109","90","0","19","182","65.0","68.5","20.5","19.0","0.0","0","0","341.71875533935554|196.87500307617194","74.5312511645508|135.00000210937503","336.0937552514649|195.46875305419925","63.28125098876955|122.34375191162113","8.155","23.74",
"1070727603","838.16","15074","8.127","145","109","89","0","19","182","62.0","70.0","19.0","19.5","0.0","0","0","343.1250053613282|195.46875305419925","74.5312511645508|133.59375208740238","338.90625529541023|194.0625030322266","64.68750101074221|123.75000193359378","8.127","23.74",
"1070727604","846.29","15238","8.127","164","111","89","0","19","184","62.0","70.0","19.0","19.5","0.0","0","0","344.53125538330085|195.46875305419925","73.12500114257814|132.18750206542973","340.3125053173829|195.46875305419925","61.87500096679689|120.93750188964847","8.127","23.74",
"1070727605","854.4","15378","8.118","140","112","89","0","19","182","67.5","72.0","20.5","21.0","0.0","0","0","344.53125538330085|195.46875305419925","73.12500114257814|132.18750206542973","340.3125053173829|195.46875305419925","60.46875094482424|119.5312518676758","8.118","23.74",
"1070727606","862.51","15523","8.099","145","113","89","0","19","182","67.5","72.0","20.5","21.0","0.0","0","0","344.53125538330085|195.46875305419925","73.12500114257814|132.18750206542973","341.71875533935554|195.46875305419925","63.28125098876955|122.34375191162113","8.099","23.7",
"1070727607","870.55","15657","8.043","134","114","88","0","19","182","66.5","69.0","19.5","20.0","0.0","0","0","343.1250053613282|194.0625030322266","73.12500114257814|132.18750206542973","341.71875533935554|195.46875305419925","63.28125098876955|122.34375191162113","8.043","23.7",
"1070727608","878.52","15793","7.978","136","115","88","0","19","182","65.5","66.0","20.0","19.0","0.0","0","0","343.1250053613282|194.0625030322266","73.12500114257814|132.18750206542973","341.71875533935554|196.87500307617194","63.28125098876955|122.34375191162113","7.978","23.7",
"1070727609","886.48","15933","7.95","140","115","87","0","19","180","68.5","66.0","21.0","19.0","0.0","0","0","343.1250053613282|194.0625030322266","73.12500114257814|133.59375208740238","343.1250053613282|196.87500307617194","64.68750101074221|122.34375191162113","7.95","23.7",
"1070727610","894.42","16070","7.95","137","115","87","0","19","182","65.0","66.0","20.0","19.0","0.0","0","0","344.53125538330085|195.46875305419925","75.93750118652346|137.81250215332034","341.71875533935554|196.87500307617194","64.68750101074221|123.75000193359378","7.95","22.89",
"1070727611","902.4","16215","7.978","145","114","88","0","19","182","66.5","76.0","21.0","22.5","0.0","0","0","344.53125538330085|195.46875305419925","75.93750118652346|136.40625213134769","343.1250053613282|198.2812530981446","63.28125098876955|120.93750188964847","7.978","22.89",
"1070727612","910.49","16372","8.09","157","113","89","0","19","182","66.5","76.0","21.0","22.5","0.0","0","0","344.53125538330085|194.0625030322266","74.5312511645508|136.40625213134769","343.1250053613282|198.2812530981446","63.28125098876955|120.93750188964847","8.09","22.89",
"1070727613","918.67","16537","8.174","165","112","90","0","19","182","67.5","70.0","19.0","24.0","0.0","0","0","345.9375054052735|191.2500029882813","74.5312511645508|135.00000210937503","344.53125538330085|195.46875305419925","64.68750101074221|123.75000193359378","8.174","22.89",
"1070727614","926.75","16666","8.09","129","111","89","0","19","181","64.5","66.0","19.5","19.5","0.0","0","0","345.9375054052735|191.2500029882813","74.5312511645508|135.00000210937503","344.53125538330085|195.46875305419925","64.68750101074221|123.75000193359378","8.09","22.89",
"1070727615","934.75","16800","7.996","134","111","88","0","19","180","67.5","66.5","20.5","20.5","0.0","0","0","345.9375054052735|191.2500029882813","74.5312511645508|135.00000210937503","343.1250053613282|194.0625030322266","63.28125098876955|122.34375191162113","7.996","23.13",
"1070727616","942.72","16949","7.968","149","110","88","0","19","182","70.0","74.0","22.0","23.5","0.0","0","0","344.53125538330085|192.65625301025395","74.5312511645508|135.00000210937503","341.71875533935554|196.87500307617194","63.28125098876955|122.34375191162113","7.968","23.13",
"1070727617","950.69","17088","7.968","139","110","88","0","19","182","67.0","74.0","21.5","23.5","0.0","0","0","344.53125538330085|192.65625301025395","74.5312511645508|135.00000210937503","341.71875533935554|198.2812530981446","64.68750101074221|122.34375191162113","7.968","23.13",
"1070727618","958.65","17228","7.959","140","110","87","0","19","182","67.5","71.5","21.5","22.5","0.0","0","0","343.1250053613282|195.46875305419925","71.71875112060549|133.59375208740238","341.71875533935554|199.68750312011724","63.28125098876955|120.93750188964847","7.959","23.13",
"1070727619","966.61","17376","7.968","148","110","88","0","19","180","72.5","70.0","23.0","23.0","0.0","0","0","344.53125538330085|195.46875305419925","71.71875112060549|132.18750206542973","341.71875533935554|198.2812530981446","63.28125098876955|120.93750188964847","7.968","23.13",
"1070727620","974.66","17540","8.043","164","110","89","0","19","180","72.5","70.0","23.0","23.0","0.0","0","0","344.53125538330085|195.46875305419925","71.71875112060549|132.18750206542973","340.3125053173829|196.87500307617194","63.28125098876955|122.34375191162113","8.043","23.13",
"1070727621","982.85","17722","8.192","182","111","90","0","19","182","73.0","72.0","24.0","22.5","0.0","0","0","344.53125538330085|195.46875305419925","71.71875112060549|132.18750206542973","340.3125053173829|196.87500307617194","63.28125098876955|122.34375191162113","8.192","22.51",
"1070727622","991.09","17879","8.239","157","111","91","0","19","182","73.0","72.0","24.0","22.5","0.0","0","0","344.53125538330085|195.46875305419925","71.71875112060549|132.18750206542973","338.90625529541023|199.68750312011724","61.87500096679689|120.93750188964847","8.239","22.51",
"1070727623","999.33","18011","8.239","132","110","90","0","19","182","73.5","73.5","24.5","22.0","0.0","0","0","340.3125053173829|192.65625301025395","59.06250092285158|120.93750188964847","338.90625529541023|199.68750312011724","61.87500096679689|120.93750188964847","8.239","22.51",
"1070727624","1007.37","18147","8.034","136","109","88","0","19","180","73.5","73.5","24.5","22.0","0.0","0","0","337.5000052734376|191.2500029882813","59.06250092285158|120.93750188964847","333.2812552075196|194.0625030322266","59.06250092285158|118.12500184570315","8.034","22.51",
"1070727625","1015.37","18290","7.996","143","109","88","0","19","180","78.5","73.5","26.0","22.0","0.0","0","0","336.0937552514649|192.65625301025395","64.68750101074221|125.15625195556643","333.2812552075196|194.0625030322266","59.06250092285158|118.12500184570315","7.996","22.51",
"1070727626","1023.35","18427","7.987","137","108","88","0","19","176","76.5","71.5","23.0","21.0","0.0","0","0","337.5000052734376|194.0625030322266","63.28125098876955|123.75000193359378","331.87500518554697|195.46875305419925","60.46875094482424|119.5312518676758","7.987","21.7",
"1070727627","1031.41","18587","8.062","160","108","89","0","19","176","76.5","71.5","23.0","21.0","0.0","0","0","337.5000052734376|194.0625030322266","63.28125098876955|123.75000193359378","331.87500518554697|195.46875305419925","60.46875094482424|118.12500184570315","8.062","21.7",
"1070727628","1039.47","18739","8.062","152","108","90","0","19","176","70.0","70.0","20.0","20.0","0.0","0","0","343.1250053613282|196.87500307617194","64.68750101074221|123.75000193359378","337.5000052734376|196.87500307617194","57.65625090087892|116.7187518237305","8.062","21.7",
"1070727629","1047.65","18885","8.174","146","108","90","0","19","180","71.5","70.0","22.5","20.0","0.0","0","0","345.9375054052735|195.46875305419925","63.28125098876955|122.34375191162113","343.1250053613282|196.87500307617194","57.65625090087892|116.7187518237305","8.174","21.7",
"1070727630","1055.77","19030","8.127","145","108","89","0","19","178","71.5","70.0","22.5","20.0","0.0","0","0","345.9375054052735|195.46875305419925","63.28125098876955|122.34375191162113","343.1250053613282|196.87500307617194","57.65625090087892|116.7187518237305","8.127","21.16",
"1070727631","1063.87","19170","8.09","140","108","89","0","19","181","73.0","73.0","23.5","21.5","0.0","0","0","344.53125538330085|194.0625030322266","61.87500096679689|120.93750188964847","341.71875533935554|196.87500307617194","59.06250092285158|119.5312518676758","8.09","21.16",
"1070727632","1071.9","19311","8.043","141","108","88","0","19","181","72.0","70.0","22.5","20.0","0.0","0","0","343.1250053613282|194.0625030322266","63.28125098876955|122.34375191162113","341.71875533935554|196.87500307617194","59.06250092285158|119.5312518676758","8.043","21.16",
"1070727633","1079.93","19454","8.024","143","108","88","0","19","179","75.0","70.0","24.0","20.0","0.0","0","0","341.71875533935554|194.0625030322266","64.68750101074221|123.75000193359378","336.0937552514649|195.46875305419925","63.28125098876955|122.34375191162113","8.024","21.16",
"1070727634","1087.95","19594","8.024","140","108","88","0","19","179","75.0","70.0","24.0","20.0","0.0","0","0","341.71875533935554|194.0625030322266","66.09375103271486|125.15625195556643","334.6875052294923|195.46875305419925","60.46875094482424|119.5312518676758","8.024","21.16",
"1070727635","1095.96","19741","7.996","147","108","88","0","19","178","74.5","70.0","23.0","20.0","0.0","0","0","341.71875533935554|194.0625030322266","66.09375103271486|125.15625195556643","334.6875052294923|195.46875305419925","60.46875094482424|119.5312518676758","7.996","20.4",
"1070727636","1103.95","19884","8.006","143","108","88","0","19","180","74.5","70.0","22.5","20.0","0.0","0","0","341.71875533935554|195.46875305419925","64.68750101074221|122.34375191162113","334.6875052294923|196.87500307617194","63.28125098876955|120.93750188964847","8.006","20.4",
"1070727637","1111.95","20026","7.996","142","108","88","0","19","179","73.0","72.5","23.0","20.5","0.0","0","0","341.71875533935554|195.46875305419925","64.68750101074221|122.34375191162113","334.6875052294923|196.87500307617194","63.28125098876955|120.93750188964847","7.996","20.4",
"1070727638","1119.95","20161","7.996","135","107","88","0","19","182","70.5","70.5","21.0","19.0","0.0","0","0","341.71875533935554|195.46875305419925","64.68750101074221|122.34375191162113","334.6875052294923|196.87500307617194","63.28125098876955|120.93750188964847","7.996","20.4",
"1070727639","1127.9","20300","7.95","139","107","87","0","19","179","70.0","71.5","21.0","19.0","0.0","0","0","341.71875533935554|194.0625030322266","61.87500096679689|120.93750188964847","333.2812552075196|195.46875305419925","61.87500096679689|119.5312518676758","7.95","20.4",
"1070727640","1135.83","20429","7.931","129","107","87","0","19","181","68.5","71.5","20.5","19.0","0.0","0","0","343.1250053613282|194.0625030322266","63.28125098876955|122.34375191162113","333.2812552075196|195.46875305419925","60.46875094482424|118.12500184570315","7.931","20.4",
"1070727641","1143.74","20569","7.912","140","106","87","0","19","181","68.5","71.5","20.5","19.0","0.0","0","0","343.1250053613282|194.0625030322266","64.68750101074221|122.34375191162113","336.0937552514649|195.46875305419925","61.87500096679689|119.5312518676758","7.912","20.29",
"1070727642","1151.68","20715","7.94","146","106","87","0","19","180","68.5","71.5","20.5","19.0","0.0","0","0","344.53125538330085|195.46875305419925","63.28125098876955|120.93750188964847","337.5000052734376|196.87500307617194","63.28125098876955|120.93750188964847","7.94","20.29",
"1070727643","1159.71","20894","8.034","179","105","88","0","19","180","67.0","70.0","19.5","19.0","0.0","0","0","347.3437554272462|195.46875305419925","63.28125098876955|120.93750188964847","340.3125053173829|195.46875305419925","61.87500096679689|119.5312518676758","8.034","20.29",
"1070727644","1167.9","21037","8.183","143","105","91","0","19","181","67.0","70.0","19.5","19.0","0.0","0","0","350.1562554711915|195.46875305419925","63.28125098876955|122.34375191162113","340.3125053173829|195.46875305419925","61.87500096679689|119.5312518676758","8.183","20.29",
"1070727645","1176.07","21157","8.174","120","105","90","0","19","191","67.0","70.0","19.5","19.0","0.0","0","0","350.1562554711915|195.46875305419925","63.28125098876955|122.34375191162113","344.53125538330085|195.46875305419925","60.46875094482424|119.5312518676758","8.174","20.22",
"1070727646","1184.2","21289","8.127","132","105","88","0","19","185","58.5","59.5","18.0","16.0","0.0","0","0","348.75000544921886|191.2500029882813","66.09375103271486|126.5625019775391","347.3437554272462|191.2500029882813","57.65625090087892|118.12500184570315","8.127","20.22",
"1070727647","1192.17","21431","7.968","142","104","87","0","19","184","58.5","59.5","18.0","16.0","0.0","0","0","345.9375054052735|189.84375296630864","70.31250109863284|129.37500202148442","344.53125538330085|191.2500029882813","60.46875094482424|119.5312518676758","7.968","20.22",
"1070727648","1200.12","21431","7.95","144","105","87","0","19","182","58.5","59.5","18.0","16.0","0.0","0","0","345.9375054052735|189.84375296630864","70.31250109863284|129.37500202148442","343.1250053613282|192.65625301025395","64.68750101074221|122.34375191162113","7.95","20.22",
"1070727649","1208.07","21719","7.959","144","104","88","0","19","182","63.5","67.5","18.5","19.0","0.0","0","0","343.1250053613282|191.2500029882813","70.31250109863284|129.37500202148442","344.53125538330085|194.0625030322266","63.28125098876955|120.93750188964847","7.959","20.22",
"1070727650","1216.09","21891","8.015","172","104","89","0","19","182","63.5","67.5","18.5","19.0","0.0","0","0","345.9375054052735|189.84375296630864","73.12500114257814|132.18750206542973","344.53125538330085|194.0625030322266","66.09375103271486|125.15625195556643","8.015","19.78",
"1070727651","1224.27","22038","8.183","147","104","91","0","19","205","39.5","63.5","11.0","18.0","0.0","0","0","347.3437554272462|188.437502944336","73.12500114257814|132.18750206542973","344.53125538330085|194.0625030322266","66.09375103271486|125.15625195556643","8.183","19.78",
"1070727652","1232.46","22155","8.183","117","104","89","0","19","183","52.0","72.5","16.0","21.5","0.0","0","0","347.3437554272462|188.437502944336","73.12500114257814|132.18750206542973","345.9375054052735|192.65625301025395","71.71875112060549|132.18750206542973","8.183","19.78",
"1070727653","1240.64","22287","8.183","132","104","88","0","19","183","52.0","72.5","16.0","21.5","0.0","0","0","347.3437554272462|188.437502944336","73.12500114257814|132.18750206542973","345.9375054052735|192.65625301025395","68.90625107666017|129.37500202148442","8.183","19.78",
"1070727654","1248.7","22486","8.062","199","104","89","0","19","184","63.0","64.0","18.0","18.5","0.0","0","0","347.3437554272462|189.84375296630864","74.5312511645508|136.40625213134769","344.53125538330085|192.65625301025395","64.68750101074221|125.15625195556643","8.062","19.78",
"1070727655","1256.83","22622","8.127","136","104","89","0","19","185","66.0","72.5","18.0","20.5","0.0","0","0","347.3437554272462|188.437502944336","75.93750118652346|135.00000210937503","341.71875533935554|192.65625301025395","64.68750101074221|123.75000193359378","8.127","19.78",
"1070727656","1264.94","22754","8.118","132","103","89","0","19","185","66.0","72.5","18.0","20.5","0.0","0","0","344.53125538330085|191.2500029882813","75.93750118652346|137.81250215332034","341.71875533935554|194.0625030322266","63.28125098876955|122.34375191162113","8.118","21.06",
"1070727657","1272.97","22889","8.015","135","103","88","0","19","185","66.0","72.5","18.0","20.5","0.0","0","0","338.90625529541023|195.46875305419925","84.3750013183594|146.25000228515628","336.0937552514649|201.0937531420899","61.87500096679689|119.5312518676758","8.015","21.06",
"1070727658","1280.94","23032","7.978","143","103","88","0","19","185","67.5","77.5","20.5","23.0","0.0","0","0","338.90625529541023|196.87500307617194","85.78125134033205|147.65625230712894","337.5000052734376|202.50000316406255","61.87500096679689|119.5312518676758","7.978","21.06",
